GTS_CITY_ID,GTS_CITY_NAME,GTS_CITY_DESCRIPTION,GTS_CITY_STATUS,GTS_COUNTRY_ID,GTS_STATE_ID
57,Warsaw,Warsaw is a major city known for its culture.,TRUE,3,10
58,Paris,Paris is a major city known for its culture.,TRUE,20,29
59,Jakarta,Jakarta is a major city known for its culture.,FALSE,25,16
60,São Paulo,São Paulo is a major city known for its culture.,TRUE,26,17
61,Seoul,Seoul is a major city known for its culture.,TRUE,13,23
62,Milan,Milan is a major city known for its culture.,FALSE,6,26
63,Bangkok,Bangkok is a major city known for its culture.,FALSE,23,25
64,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,19,19
65,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,1,21
66,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,13,6
67,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,8,21
68,Sydney,Sydney is a major city known for its culture.,FALSE,2,10
69,Paris,Paris is a major city known for its culture.,FALSE,3,5
70,Milan,Milan is a major city known for its culture.,TRUE,20,26
71,Bangkok,Bangkok is a major city known for its culture.,TRUE,27,13
72,Seoul,Seoul is a major city known for its culture.,FALSE,24,1
73,Moscow,Moscow is a major city known for its culture.,FALSE,2,11
74,Cairo,Cairo is a major city known for its culture.,TRUE,14,24
75,Tokyo,Tokyo is a major city known for its culture.,TRUE,25,2
76,Milan,Milan is a major city known for its culture.,TRUE,4,23
77,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,6,26
78,Paris,Paris is a major city known for its culture.,FALSE,29,19
79,Paris,Paris is a major city known for its culture.,FALSE,5,28
80,Barcelona,Barcelona is a major city known for its culture.,FALSE,22,20
81,Cairo,Cairo is a major city known for its culture.,FALSE,8,24
82,Jakarta,Jakarta is a major city known for its culture.,TRUE,24,21
83,Munich,Munich is a major city known for its culture.,FALSE,18,10
84,Medellín,Medellín is a major city known for its culture.,FALSE,22,9
85,São Paulo,São Paulo is a major city known for its culture.,FALSE,27,1
86,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,14,29
87,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,18,8
88,Paris,Paris is a major city known for its culture.,FALSE,2,29
89,Jakarta,Jakarta is a major city known for its culture.,TRUE,3,21
90,Istanbul,Istanbul is a major city known for its culture.,TRUE,3,28
91,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,30,25
92,Seoul,Seoul is a major city known for its culture.,FALSE,28,27
93,Warsaw,Warsaw is a major city known for its culture.,FALSE,8,6
94,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,26,22
95,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,8,13
96,Seoul,Seoul is a major city known for its culture.,FALSE,1,19
97,Mumbai,Mumbai is a major city known for its culture.,FALSE,16,2
98,Lahore,Lahore is a major city known for its culture.,TRUE,26,26
99,Manila,Manila is a major city known for its culture.,TRUE,19,12
100,Milan,Milan is a major city known for its culture.,FALSE,12,14
101,Lahore,Lahore is a major city known for its culture.,TRUE,15,12
102,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,28,2
103,Manila,Manila is a major city known for its culture.,TRUE,26,12
104,Paris,Paris is a major city known for its culture.,TRUE,13,11
105,Tokyo,Tokyo is a major city known for its culture.,FALSE,11,21
106,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,27,30
107,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,20,19
108,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,10,9
109,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,27,3
110,Bangkok,Bangkok is a major city known for its culture.,TRUE,30,28
111,Medellín,Medellín is a major city known for its culture.,FALSE,18,14
112,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,21,15
113,Istanbul,Istanbul is a major city known for its culture.,TRUE,12,17
114,Toronto,Toronto is a major city known for its culture.,TRUE,30,15
115,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,9,23
116,Milan,Milan is a major city known for its culture.,TRUE,21,29
117,Mumbai,Mumbai is a major city known for its culture.,TRUE,19,12
118,Sydney,Sydney is a major city known for its culture.,FALSE,2,16
119,Medellín,Medellín is a major city known for its culture.,FALSE,17,27
120,Milan,Milan is a major city known for its culture.,FALSE,11,21
121,Cape Town,Cape Town is a major city known for its culture.,FALSE,11,8
122,Cape Town,Cape Town is a major city known for its culture.,TRUE,4,1
123,Lahore,Lahore is a major city known for its culture.,FALSE,4,20
124,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,3,28
125,Cairo,Cairo is a major city known for its culture.,TRUE,28,20
126,Manila,Manila is a major city known for its culture.,TRUE,26,18
127,Warsaw,Warsaw is a major city known for its culture.,TRUE,3,7
128,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,1,22
129,Milan,Milan is a major city known for its culture.,TRUE,9,14
130,Warsaw,Warsaw is a major city known for its culture.,FALSE,20,10
131,Bangkok,Bangkok is a major city known for its culture.,FALSE,30,21
132,Cairo,Cairo is a major city known for its culture.,TRUE,12,18
133,Seoul,Seoul is a major city known for its culture.,FALSE,7,12
134,Cairo,Cairo is a major city known for its culture.,TRUE,1,10
135,Jakarta,Jakarta is a major city known for its culture.,TRUE,28,28
136,Seoul,Seoul is a major city known for its culture.,FALSE,5,27
137,Hanoi,Hanoi is a major city known for its culture.,FALSE,14,27
138,Tokyo,Tokyo is a major city known for its culture.,FALSE,14,23
139,Munich,Munich is a major city known for its culture.,TRUE,1,26
140,Cairo,Cairo is a major city known for its culture.,FALSE,7,3
141,Toronto,Toronto is a major city known for its culture.,FALSE,3,7
142,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,15,13
143,Paris,Paris is a major city known for its culture.,FALSE,22,12
144,Milan,Milan is a major city known for its culture.,FALSE,10,7
145,Toronto,Toronto is a major city known for its culture.,TRUE,28,7
146,Cape Town,Cape Town is a major city known for its culture.,FALSE,20,30
147,Sydney,Sydney is a major city known for its culture.,FALSE,8,26
148,Riyadh,Riyadh is a major city known for its culture.,TRUE,27,18
149,Riyadh,Riyadh is a major city known for its culture.,FALSE,10,12
150,Lahore,Lahore is a major city known for its culture.,FALSE,28,15
151,Lagos,Lagos is a major city known for its culture.,FALSE,19,4
152,Medellín,Medellín is a major city known for its culture.,FALSE,4,9
153,Seoul,Seoul is a major city known for its culture.,FALSE,2,29
154,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,10,19
155,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,28,18
156,Toronto,Toronto is a major city known for its culture.,TRUE,4,19
157,Tokyo,Tokyo is a major city known for its culture.,FALSE,13,23
158,Bangkok,Bangkok is a major city known for its culture.,TRUE,12,2
159,Tokyo,Tokyo is a major city known for its culture.,TRUE,1,18
160,Lahore,Lahore is a major city known for its culture.,FALSE,22,9
161,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,10,4
162,Hanoi,Hanoi is a major city known for its culture.,FALSE,9,24
163,Barcelona,Barcelona is a major city known for its culture.,FALSE,15,20
164,Mumbai,Mumbai is a major city known for its culture.,TRUE,21,23
165,Jakarta,Jakarta is a major city known for its culture.,FALSE,17,10
166,Manila,Manila is a major city known for its culture.,FALSE,30,1
167,Paris,Paris is a major city known for its culture.,TRUE,5,28
168,Lahore,Lahore is a major city known for its culture.,TRUE,4,16
169,Hanoi,Hanoi is a major city known for its culture.,FALSE,10,11
170,Stockholm,Stockholm is a major city known for its culture.,FALSE,12,9
171,Jakarta,Jakarta is a major city known for its culture.,FALSE,14,16
172,Mumbai,Mumbai is a major city known for its culture.,FALSE,9,13
173,Manila,Manila is a major city known for its culture.,FALSE,7,5
174,Cairo,Cairo is a major city known for its culture.,TRUE,27,28
175,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,8,5
176,Medellín,Medellín is a major city known for its culture.,TRUE,3,18
177,Barcelona,Barcelona is a major city known for its culture.,FALSE,28,7
178,Bangkok,Bangkok is a major city known for its culture.,FALSE,18,3
179,Hanoi,Hanoi is a major city known for its culture.,FALSE,11,2
180,Stockholm,Stockholm is a major city known for its culture.,FALSE,24,13
181,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,30,10
182,Toronto,Toronto is a major city known for its culture.,FALSE,14,3
183,Sydney,Sydney is a major city known for its culture.,TRUE,12,28
184,Cape Town,Cape Town is a major city known for its culture.,TRUE,1,2
185,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,14,13
186,Stockholm,Stockholm is a major city known for its culture.,FALSE,2,28
187,Warsaw,Warsaw is a major city known for its culture.,FALSE,8,24
188,Nairobi,Nairobi is a major city known for its culture.,TRUE,19,9
189,Cairo,Cairo is a major city known for its culture.,TRUE,18,3
190,Cape Town,Cape Town is a major city known for its culture.,FALSE,10,18
191,Istanbul,Istanbul is a major city known for its culture.,FALSE,21,16
192,Tokyo,Tokyo is a major city known for its culture.,TRUE,4,24
193,Stockholm,Stockholm is a major city known for its culture.,FALSE,19,16
194,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,7,27
195,Tokyo,Tokyo is a major city known for its culture.,TRUE,3,20
196,Paris,Paris is a major city known for its culture.,TRUE,22,29
197,Hanoi,Hanoi is a major city known for its culture.,FALSE,19,26
198,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,11,21
199,Nairobi,Nairobi is a major city known for its culture.,FALSE,23,25
200,Medellín,Medellín is a major city known for its culture.,FALSE,5,21
201,Moscow,Moscow is a major city known for its culture.,TRUE,5,20
202,Milan,Milan is a major city known for its culture.,FALSE,19,25
203,Moscow,Moscow is a major city known for its culture.,TRUE,18,2
204,Warsaw,Warsaw is a major city known for its culture.,TRUE,5,27
205,Stockholm,Stockholm is a major city known for its culture.,TRUE,17,1
206,Paris,Paris is a major city known for its culture.,FALSE,28,30
207,Barcelona,Barcelona is a major city known for its culture.,FALSE,15,8
208,Hanoi,Hanoi is a major city known for its culture.,TRUE,10,26
209,Jakarta,Jakarta is a major city known for its culture.,TRUE,12,11
210,Munich,Munich is a major city known for its culture.,TRUE,17,4
211,London,London is a major city known for its culture.,TRUE,4,13
212,Moscow,Moscow is a major city known for its culture.,FALSE,20,20
213,Mumbai,Mumbai is a major city known for its culture.,FALSE,1,23
214,Lagos,Lagos is a major city known for its culture.,FALSE,2,28
215,Jakarta,Jakarta is a major city known for its culture.,TRUE,13,10
216,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,15,30
217,Tokyo,Tokyo is a major city known for its culture.,TRUE,18,11
218,Lagos,Lagos is a major city known for its culture.,FALSE,4,25
219,Riyadh,Riyadh is a major city known for its culture.,FALSE,9,19
220,London,London is a major city known for its culture.,TRUE,30,4
221,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,9,28
222,London,London is a major city known for its culture.,FALSE,5,10
223,Cairo,Cairo is a major city known for its culture.,TRUE,26,20
224,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,4,22
225,Medellín,Medellín is a major city known for its culture.,FALSE,29,25
226,Cape Town,Cape Town is a major city known for its culture.,FALSE,21,14
227,Seoul,Seoul is a major city known for its culture.,FALSE,2,6
228,Moscow,Moscow is a major city known for its culture.,TRUE,29,2
229,Barcelona,Barcelona is a major city known for its culture.,TRUE,24,30
230,Toronto,Toronto is a major city known for its culture.,TRUE,11,6
231,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,17,10
232,Sydney,Sydney is a major city known for its culture.,TRUE,19,14
233,Lahore,Lahore is a major city known for its culture.,FALSE,29,3
234,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,24,10
235,Warsaw,Warsaw is a major city known for its culture.,FALSE,5,18
236,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,24,2
237,Warsaw,Warsaw is a major city known for its culture.,TRUE,4,3
238,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,25,9
239,Sydney,Sydney is a major city known for its culture.,TRUE,4,3
240,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,20,21
241,Lahore,Lahore is a major city known for its culture.,TRUE,9,24
242,Riyadh,Riyadh is a major city known for its culture.,TRUE,25,26
243,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,24,6
244,Mumbai,Mumbai is a major city known for its culture.,FALSE,25,14
245,Guangzhou,Guangzhou is a major city known for its culture.,TRUE,5,20
246,Jakarta,Jakarta is a major city known for its culture.,TRUE,23,20
247,London,London is a major city known for its culture.,TRUE,17,5
248,Milan,Milan is a major city known for its culture.,FALSE,12,22
249,Lagos,Lagos is a major city known for its culture.,FALSE,19,24
250,Medellín,Medellín is a major city known for its culture.,TRUE,25,3
251,Bangkok,Bangkok is a major city known for its culture.,FALSE,7,10
252,London,London is a major city known for its culture.,TRUE,1,12
253,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,19,23
254,Sydney,Sydney is a major city known for its culture.,FALSE,23,19
255,Stockholm,Stockholm is a major city known for its culture.,TRUE,23,13
256,Mumbai,Mumbai is a major city known for its culture.,TRUE,28,29
257,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,28,16
258,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,22,12
259,Lagos,Lagos is a major city known for its culture.,FALSE,21,5
260,Toronto,Toronto is a major city known for its culture.,TRUE,24,27
261,Riyadh,Riyadh is a major city known for its culture.,TRUE,6,19
262,Lagos,Lagos is a major city known for its culture.,FALSE,9,20
263,Tokyo,Tokyo is a major city known for its culture.,FALSE,1,9
264,Seoul,Seoul is a major city known for its culture.,TRUE,9,11
265,Milan,Milan is a major city known for its culture.,TRUE,16,23
266,Lahore,Lahore is a major city known for its culture.,FALSE,19,23
267,Cairo,Cairo is a major city known for its culture.,FALSE,16,29
268,Bangkok,Bangkok is a major city known for its culture.,TRUE,9,4
269,Warsaw,Warsaw is a major city known for its culture.,TRUE,18,11
270,Tokyo,Tokyo is a major city known for its culture.,TRUE,29,27
271,Munich,Munich is a major city known for its culture.,TRUE,17,9
272,Milan,Milan is a major city known for its culture.,TRUE,30,5
273,Milan,Milan is a major city known for its culture.,TRUE,21,21
274,Toronto,Toronto is a major city known for its culture.,TRUE,8,4
275,Stockholm,Stockholm is a major city known for its culture.,FALSE,26,6
276,Paris,Paris is a major city known for its culture.,TRUE,9,24
277,Stockholm,Stockholm is a major city known for its culture.,TRUE,9,18
278,Bangkok,Bangkok is a major city known for its culture.,FALSE,8,6
279,Riyadh,Riyadh is a major city known for its culture.,FALSE,5,8
280,Munich,Munich is a major city known for its culture.,FALSE,2,6
281,Munich,Munich is a major city known for its culture.,TRUE,3,3
282,Sydney,Sydney is a major city known for its culture.,FALSE,3,14
283,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,15,30
284,Mumbai,Mumbai is a major city known for its culture.,TRUE,24,21
285,Istanbul,Istanbul is a major city known for its culture.,TRUE,4,29
286,Manila,Manila is a major city known for its culture.,TRUE,9,25
287,Istanbul,Istanbul is a major city known for its culture.,FALSE,25,16
288,Paris,Paris is a major city known for its culture.,FALSE,28,24
289,Manila,Manila is a major city known for its culture.,FALSE,8,23
290,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,19,20
291,Paris,Paris is a major city known for its culture.,TRUE,21,3
292,Warsaw,Warsaw is a major city known for its culture.,FALSE,3,16
293,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,7,25
294,Istanbul,Istanbul is a major city known for its culture.,TRUE,7,30
295,Tokyo,Tokyo is a major city known for its culture.,TRUE,15,26
296,Cairo,Cairo is a major city known for its culture.,FALSE,10,15
297,Cairo,Cairo is a major city known for its culture.,TRUE,4,22
298,Toronto,Toronto is a major city known for its culture.,TRUE,21,10
299,Istanbul,Istanbul is a major city known for its culture.,TRUE,6,11
300,Lagos,Lagos is a major city known for its culture.,TRUE,30,16
301,Mumbai,Mumbai is a major city known for its culture.,FALSE,2,14
302,Manila,Manila is a major city known for its culture.,TRUE,6,4
303,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,8,21
304,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,8,16
305,Moscow,Moscow is a major city known for its culture.,FALSE,23,19
306,Lahore,Lahore is a major city known for its culture.,TRUE,6,11
307,Jakarta,Jakarta is a major city known for its culture.,TRUE,27,9
308,Warsaw,Warsaw is a major city known for its culture.,FALSE,25,17
309,Istanbul,Istanbul is a major city known for its culture.,FALSE,24,4
310,Sydney,Sydney is a major city known for its culture.,TRUE,17,11
311,Nairobi,Nairobi is a major city known for its culture.,FALSE,4,1
312,Sydney,Sydney is a major city known for its culture.,FALSE,21,25
313,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,18,10
314,Riyadh,Riyadh is a major city known for its culture.,TRUE,11,22
315,Warsaw,Warsaw is a major city known for its culture.,FALSE,8,8
316,São Paulo,São Paulo is a major city known for its culture.,FALSE,29,6
317,Guadalajara,Guadalajara is a major city known for its culture.,TRUE,9,8
318,Jakarta,Jakarta is a major city known for its culture.,FALSE,20,1
319,Seoul,Seoul is a major city known for its culture.,TRUE,6,15
320,Medellín,Medellín is a major city known for its culture.,FALSE,17,6
321,Milan,Milan is a major city known for its culture.,FALSE,23,30
322,Paris,Paris is a major city known for its culture.,FALSE,11,8
323,Cape Town,Cape Town is a major city known for its culture.,FALSE,8,2
324,Manila,Manila is a major city known for its culture.,TRUE,7,27
325,Mumbai,Mumbai is a major city known for its culture.,FALSE,21,27
326,Sydney,Sydney is a major city known for its culture.,TRUE,5,7
327,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,12,13
328,Riyadh,Riyadh is a major city known for its culture.,TRUE,1,14
329,Seoul,Seoul is a major city known for its culture.,TRUE,12,23
330,Munich,Munich is a major city known for its culture.,FALSE,24,9
331,Istanbul,Istanbul is a major city known for its culture.,TRUE,7,14
332,London,London is a major city known for its culture.,FALSE,15,10
333,Medellín,Medellín is a major city known for its culture.,FALSE,8,23
334,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,15,14
335,Jakarta,Jakarta is a major city known for its culture.,FALSE,17,19
336,Tokyo,Tokyo is a major city known for its culture.,TRUE,15,2
337,Sydney,Sydney is a major city known for its culture.,FALSE,20,9
338,Warsaw,Warsaw is a major city known for its culture.,TRUE,17,18
339,Jakarta,Jakarta is a major city known for its culture.,FALSE,30,26
340,Toronto,Toronto is a major city known for its culture.,TRUE,14,20
341,Seoul,Seoul is a major city known for its culture.,TRUE,22,21
342,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,12,17
343,Cape Town,Cape Town is a major city known for its culture.,TRUE,29,5
344,Riyadh,Riyadh is a major city known for its culture.,FALSE,21,1
345,London,London is a major city known for its culture.,FALSE,2,11
346,Sydney,Sydney is a major city known for its culture.,FALSE,3,14
347,Buenos Aires,Buenos Aires is a major city known for its culture.,FALSE,15,24
348,Paris,Paris is a major city known for its culture.,FALSE,8,9
349,Milan,Milan is a major city known for its culture.,TRUE,5,2
350,Nairobi,Nairobi is a major city known for its culture.,FALSE,7,4
351,Sydney,Sydney is a major city known for its culture.,TRUE,17,17
352,Toronto,Toronto is a major city known for its culture.,TRUE,27,28
353,Paris,Paris is a major city known for its culture.,FALSE,23,6
354,Bangkok,Bangkok is a major city known for its culture.,TRUE,21,24
355,Stockholm,Stockholm is a major city known for its culture.,TRUE,8,10
356,Lahore,Lahore is a major city known for its culture.,FALSE,9,27
357,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,7,28
358,Milan,Milan is a major city known for its culture.,FALSE,15,28
359,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,24,1
360,Barcelona,Barcelona is a major city known for its culture.,FALSE,6,7
361,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,28,28
362,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,23,19
363,Seoul,Seoul is a major city known for its culture.,TRUE,24,17
364,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,26,19
365,Munich,Munich is a major city known for its culture.,FALSE,9,10
366,Medellín,Medellín is a major city known for its culture.,TRUE,26,13
367,Riyadh,Riyadh is a major city known for its culture.,TRUE,13,21
368,Riyadh,Riyadh is a major city known for its culture.,FALSE,17,18
369,Cape Town,Cape Town is a major city known for its culture.,FALSE,22,16
370,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,28,2
371,Tokyo,Tokyo is a major city known for its culture.,FALSE,13,17
372,Seoul,Seoul is a major city known for its culture.,FALSE,19,12
373,Bangkok,Bangkok is a major city known for its culture.,FALSE,9,26
374,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,13,2
375,Tokyo,Tokyo is a major city known for its culture.,FALSE,6,11
376,Lagos,Lagos is a major city known for its culture.,FALSE,21,3
377,Jakarta,Jakarta is a major city known for its culture.,FALSE,28,3
378,Milan,Milan is a major city known for its culture.,FALSE,17,29
379,Mumbai,Mumbai is a major city known for its culture.,TRUE,18,26
380,Mumbai,Mumbai is a major city known for its culture.,FALSE,16,30
381,Mumbai,Mumbai is a major city known for its culture.,TRUE,19,16
382,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,5,11
383,Guadalajara,Guadalajara is a major city known for its culture.,FALSE,30,27
384,Lagos,Lagos is a major city known for its culture.,FALSE,7,8
385,Moscow,Moscow is a major city known for its culture.,TRUE,14,29
386,Lahore,Lahore is a major city known for its culture.,TRUE,12,15
387,Toronto,Toronto is a major city known for its culture.,FALSE,13,21
388,Lagos,Lagos is a major city known for its culture.,FALSE,3,16
389,Milan,Milan is a major city known for its culture.,FALSE,22,2
390,Medellín,Medellín is a major city known for its culture.,TRUE,17,12
391,Guangzhou,Guangzhou is a major city known for its culture.,FALSE,15,20
392,Riyadh,Riyadh is a major city known for its culture.,TRUE,2,14
393,Tokyo,Tokyo is a major city known for its culture.,TRUE,30,16
394,London,London is a major city known for its culture.,TRUE,7,24
395,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,30,2
396,Buenos Aires,Buenos Aires is a major city known for its culture.,TRUE,9,9
397,São Paulo,São Paulo is a major city known for its culture.,TRUE,18,11
398,Riyadh,Riyadh is a major city known for its culture.,FALSE,5,20
399,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,2,12
400,London,London is a major city known for its culture.,FALSE,17,4
401,Los Angeles,Los Angeles is a major city known for its culture.,TRUE,30,25
402,Toronto,Toronto is a major city known for its culture.,FALSE,1,1
403,Lagos,Lagos is a major city known for its culture.,FALSE,2,25
404,Toronto,Toronto is a major city known for its culture.,TRUE,29,15
405,Moscow,Moscow is a major city known for its culture.,FALSE,24,7
406,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,TRUE,9,11
407,Istanbul,Istanbul is a major city known for its culture.,TRUE,1,15
408,Riyadh,Riyadh is a major city known for its culture.,TRUE,27,26
409,Lagos,Lagos is a major city known for its culture.,TRUE,21,8
410,Lagos,Lagos is a major city known for its culture.,FALSE,8,14
411,Paris,Paris is a major city known for its culture.,TRUE,6,2
412,São Paulo,São Paulo is a major city known for its culture.,FALSE,7,3
413,Los Angeles,Los Angeles is a major city known for its culture.,FALSE,29,16
414,Kuala Lumpur,Kuala Lumpur is a major city known for its culture.,FALSE,12,17
415,São Paulo,São Paulo is a major city known for its culture.,FALSE,27,6
416,Lagos,Lagos is a major city known for its culture.,FALSE,23,25
417,Barcelona,Barcelona is a major city known for its culture.,FALSE,7,11
418,Cape Town,Cape Town is a major city known for its culture.,TRUE,6,30
419,Lahore,Lahore is a major city known for its culture.,FALSE,8,21
420,Stockholm,Stockholm is a major city known for its culture.,FALSE,20,28
421,Riyadh,Riyadh is a major city known for its culture.,FALSE,2,1
422,Cairo,Cairo is a major city known for its culture.,FALSE,4,13
423,Milan,Milan is a major city known for its culture.,TRUE,25,22
424,Milan,Milan is a major city known for its culture.,TRUE,14,25
425,Sydney,Sydney is a major city known for its culture.,TRUE,24,13
426,Cape Town,Cape Town is a major city known for its culture.,TRUE,27,25
427,Milan,Milan is a major city known for its culture.,TRUE,21,27
428,Stockholm,Stockholm is a major city known for its culture.,TRUE,16,11
